cod	lat	lng	intrusion	variation	flag_variation
13350	38.7873793	-3.561026	7	0.0	null
13370	38.6986773	-3.7232005	2	17.9	neg
13391	38.7571123	-3.1578875	40	0.0	null
13400	38.7870452	-4.7484518	5	0.0	null
13420	39.1950741	-3.8451731	3	10.0	pos
13427	39.3140589	-4.0082563	21	100.0	pos
13440	38.7311199	-4.0082563	4	33.6	pos
13500	38.691151	-4.1053307	1	33.5	neg
13580	38.7254104	-4.1718542	1	0.0	null
13600	39.3177867	-3.2181477	4	0.0	null
13610	39.4049862	-3.0576199	2	18.1	neg
13620	39.3868534	-2.9575607	6	0.0	null
13630	39.2451345	-2.8178291	3	46.0	neg
13640	39.2919138	-3.3993751	4	30.7	neg
13670	39.2229773	-3.6217802	3	109.8	pos
13680	39.2793491	-3.962337	2	7.0	neg
13700	39.2411734	-2.9775558	3	4.5	pos
13710	39.0727875	-3.0576199	3	110.2	pos
13720	39.1696647	-3.318747	25	137.5	pos
13730	38.6630631	-3.5205641	3	100.0	pos
13760	38.4647046	-3.4902391	4	50.0	neg
14001	37.8897334	-4.7769256	2	25.0	neg
14002	37.8833812	-4.770453	4	0.0	null
14003	37.8804209	-4.7782202	3	0.0	null
14004	37.8677249	-4.7976431	1	0.0	null
14005	37.8740762	-4.8365094	3	47.4	pos
14006	37.8961896	-4.7808095	2	2.8	pos
14007	37.894173	-4.7652754	2	100.0	pos
14008	37.8861903	-4.7827516	4	0.0	null
14009	37.8636917	-4.7665698	7	230.8	pos
14010	37.8727779	-4.7381013	2	122.5	pos
14011	37.915119	-4.8676221	1	40.7	neg
14012	37.9163994	-4.8365094	2	63.6	pos
14013	37.8550178	-4.7846938	5	108.0	pos
14014	37.9151058	-4.7381013	1	47.8	neg
14029	37.8194154	-4.7484518	5	0.0	null
14100	37.6531198	-4.9247074	5	35.8	pos
14110	37.6811846	-5.1379946	12	100.0	pos
14111	37.6993582	-4.9610649	12	0.0	null
14113	37.668792	-5.0872006	28	0.0	null
14120	37.7263167	-5.0754854	6	156.2	pos
14130	37.7574675	-4.9662608	7	0.0	null
14191	37.7023888	-4.8883736	1	47.6	neg
14192	37.9506244	-4.9039424	8	100.0	pos
14200	38.315757	-5.2371087	4	1.7	pos
14208	38.4212676	-5.4568133	57	100.0	pos
14220	38.1674456	-5.018246	23	100.0	pos
14230	38.1382192	-5.2057909	7	0.0	null
14240	38.2664134	-5.1640605	3	1.9	pos
14250	38.3669008	-5.0286488	14	63.0	pos
14270	38.492804	-5.2684437	2	0.0	null
14280	38.6021959	-5.1640605	4	0.0	null
14300	37.998648	-5.018246	7	100.0	pos
14400	38.2418418	-4.7484518	1	0.0	null
14420	37.9647359	-4.5521274	3	100.0	pos
14430	38.079738	-4.5830789	1	2.8	neg
14440	38.2888866	-4.6243751	6	0.0	null
14445	38.2562512	-4.3770704	8	0.0	null
14460	38.4788768	-4.8624355	6	100.0	pos
14480	38.317446	-4.9558696	8	0.0	null
14490	38.4535472	-4.9662608	25	0.0	null
14500	37.4353399	-4.7898731	2	0.0	null
14510	37.4257361	-4.6295394	14	57.1	pos
14520	37.6828086	-4.7174062	6	116.4	pos
14530	37.6632202	-4.6760395	8	0.0	null
14540	37.659081	-4.7795149	2	6.6	pos
14546	37.5494461	-4.8624355	20	300.0	pos
14548	37.5749244	-4.7588042	6	28.3	neg
14550	37.5696246	-4.6243751	8	0.0	null
14600	38.1094444	-4.356513	2	0.0	null
14610	37.9344716	-4.6502012	6	521.2	pos
14620	37.9248025	-4.4902774	9	25.0	pos
14630	37.9631885	-4.4542311	7	100.0	pos
14640	37.9747611	-4.2846246	13	0.0	null
14650	37.908276	-4.3667907	5	54.3	pos
14659	37.9326213	-4.4233534	50	0.0	null
14660	37.8462601	-4.3256918	2	100.0	pos
14700	37.7024231	-5.2579968	5	37.9	neg
14710	37.8604913	-4.9091329	1	0.0	null
14711	37.8282954	-4.9195154	2	100.0	pos
14720	37.85149	-4.9974461	6	64.4	pos
14730	37.8461312	-5.1223608	1	0.0	null
14740	38.0645527	-5.435853	10	0.0	null
14800	37.4146424	-4.2128337	1	42.7	neg
14814	37.538756	-4.166734	15	100.0	pos
14830	37.6680574	-4.5521274	15	100.0	pos
14850	37.6655642	-4.3359635	4	6.6	pos
14857	37.6082392	-4.4490836	4	0.0	null
14859	37.7007719	-4.2435893	11	100.0	pos
14900	37.3598432	-4.5418141	3	44.7	neg
14910	37.2633983	-4.5521274	3	100.0	pos
14913	37.2823564	-4.474826	12	100.0	pos
14914	37.2459868	-4.5882392	8	100.0	pos
14915	37.2357054	-4.5431032	33	0.0	null
14920	37.4828908	-4.6657027	2	29.4	neg
14930	37.4545728	-4.5727598	14	100.0	pos
14940	37.4908416	-4.4593791	6	52.6	pos
14950	37.3770844	-4.3667907	5	0.0	null
14960	37.3336564	-4.387352	2	100.0	pos
15001	43.3712857	-8.3951235	6	200.0	pos
15002	43.3804644	-8.4006049	3	100.0	pos
15003	43.3706797	-8.4033458	5	0.0	null
15004	43.365281	-8.411569	2	0.0	null
15005	43.3606908	-8.4088278	2	0.0	null
15006	43.3547135	-8.3923829	5	336.4	pos
15007	43.3556955	-8.411569	3	57.5	pos
15008	43.34079	-8.434873	1	0.0	null
15009	43.3414289	-8.3937532	5	0.0	null
15010	43.361751	-8.4430997	5	80.0	pos
15011	43.372147	-8.432131	2	41.7	pos
15100	43.2275012	-8.6655592	7	0.0	null
15105	43.281565	-8.6490584	6	0.0	null
15108	43.1923964	-8.6215649	13	0.0	null
15110	43.2646238	-8.8693609	3	0.0	null
15111	43.2731545	-8.7591311	28	100.0	pos
15113	43.3047108	-8.8473024	6	0.0	null
15124	43.0442307	-9.2231387	7	100.0	pos
15129	43.1144396	-9.0681668	3	0.0	null
15141	43.3183518	-8.478759	5	102.9	pos
15142	43.3158966	-8.5116903	4	0.0	null
15144	43.2882073	-8.5611142	5	100.0	pos
15149	43.1877937	-8.8693609	15	100.0	pos
15150	43.1467996	-8.9631789	8	100.0	pos
15160	43.3510326	-8.2623222	0	100.0	pos
15165	43.3124372	-8.2322355	7	562.8	pos
15168	43.3416542	-8.2924213	0	100.0	pos
15169	43.3720091	-8.2705298	2	100.0	pos
15170	54.8503613	25.4761905	25	100.0	pos
15172	43.3334511	-8.3718319	2	0.0	null
15173	43.3374614	-8.3170569	2	0.0	null
15174	43.3152531	-8.3910127	0	0.0	null
15175	43.2320473	-8.3471781	8	0.0	null
15176	43.3192736	-8.3362235	0	100.0	pos
15177	43.3871907	-8.3252705	3	0.0	null
15179	43.3376572	-8.3471781	1	0.0	null
15180	43.3046692	-8.3718319	2	4.3	neg
15181	43.2696738	-8.3581344	2	49.5	neg
15182	43.2434576	-8.3553951	17	0.0	null
15185	43.1586009	-8.4952228	3	0.0	null
15186	43.1553189	-8.539144	21	125.0	pos
15187	43.1783256	-8.4239055	50	0.0	null
15189	43.2960606	-8.3910127	3	0.0	null
15190	43.3216087	-8.434873	1	100.0	pos
15200	42.7847532	-8.887288	6	38.1	pos
15210	42.8054416	-8.8859088	33	0.0	null
15214	42.764851	-8.8473024	38	26.9	neg
15217	25.5238048	45.9182314	50	0.0	null
15220	42.8636229	-8.6325611	0	100.0	pos
15228	42.8408049	-8.6463086	3	0.0	null
15230	42.8495193	-8.941094	29	640.3	pos
15240	42.8073352	-8.98527	13	0.0	null
15250	42.7743603	-9.0654022	5	100.0	pos
15280	42.8365055	-8.6710603	3	185.1	pos
15282	42.8051439	-8.7646388	100	100.0	pos
15287	42.8222189	-8.9190152	22	44.4	neg
15291	42.7607104	-9.0847566	11	5.9	pos
15293	42.8232044	-9.0902873	13	100.0	pos
15295	42.8618954	-9.0902873	25	0.0	null
15300	43.2821638	-8.2110454	1	100.0	pos
15310	43.1445448	-8.0247005	25	0.0	null
15314	43.2803138	-8.1447804	3	100.0	pos
15316	43.2418796	-8.1447804	4	73.2	pos
15317	43.2215468	-8.0247005	29	0.0	null
15318	43.2116117	-8.2978951	3	42.5	pos
15320	43.4743025	-7.8395151	8	0.0	null
15350	43.6590038	-8.05061	4	0.0	null
15360	43.7524978	-7.8884881	12	93.5	pos
15380	43.2247209	-8.1830291	12	100.0	pos
15401	43.485198	-8.2445422	2	88.2	pos
15402	43.4854405	-8.2329191	9	743.1	pos
15403	43.4830933	-8.2240321	4	218.9	pos
15404	43.4899581	-8.2117288	6	0.0	null
15405	43.4988412	-8.2377049	2	34.5	pos
15406	43.4831787	-8.2062614	10	39.7	pos
15500	43.4730672	-8.1639023	2	0.0	null
15510	43.5059104	-8.1393179	2	13.0	neg
15541	43.5577564	-8.2158297	5	100.0	pos
15552	43.6022141	-8.1283942	2	0.0	null
15563	43.5629735	-8.0083414	15	100.0	pos
15570	43.5457002	-8.1174721	4	77.3	pos
15578	43.529656	-8.1748313	9	205.0	pos
15580	43.4960604	-8.0083414	100	100.0	pos
15591	43.4765422	-8.2814747	16	100.0	pos
15600	43.4056575	-8.1693666	1	100.0	pos
15620	43.4568027	-8.256851	2	0.0	null
15621	43.4160198	-8.1584384	3	100.0	pos
15623	43.431248	-8.2130958	6	0.0	null
15624	43.4310744	-8.2486449	1	0.0	null
15626	43.4525898	-8.2158297	12	0.0	null
15627	43.4376089	-8.1912279	11	0.0	null
15630	43.3457868	-8.202161	1	9.2	neg
15639	43.3599337	-8.1720989	22	100.0	pos
15650	43.2928799	-8.3033694	2	0.0	null
15659	43.2676765	-8.3197946	2	0.0	null
15660	43.2992793	-8.3471781	1	0.0	null
15668	43.2990815	-8.3170569	3	4.7	pos
15670	43.3190622	-8.3718319	7	0.0	null
15680	43.0762202	-8.4047163	5	33.9	pos
15685	43.0872492	-8.2869478	6	15.2	neg
15687	43.0237038	-8.4952228	4	100.0	pos
15688	42.9948236	-8.3636131	7	0.0	null
15689	43.0864471	-8.4293891	12	0.0	null
15701	42.8735641	-8.5487552	1	41.0	neg
15702	42.8605668	-8.544636	5	0.0	null
15703	42.8934502	-8.5254159	7	0.0	null
15704	42.8862747	-8.540517	1	0.0	null
15705	42.8970535	-8.5418899	1	0.0	null
15706	42.8663831	-8.5638609	5	53.7	pos
15808	42.8621233	-8.0574299	22	0.0	null
15810	42.9295652	-8.1639023	2	100.0	pos
15813	43.0436848	-8.0192471	36	0.0	null
15818	43.0231866	-8.1720989	22	100.0	pos
15821	42.9159091	-8.385532	2	10.1	neg
15823	42.8856648	-8.3362235	40	0.0	null
15824	42.9061477	-8.2541155	28	100.0	pos
15830	42.9110575	-8.739857	2	9.6	pos
15840	43.0372071	-8.8252502	8	28.0	neg
15864	42.8884663	-8.6875659	3	0.0	null
15866	42.8177098	-8.5995773	2	0.0	null
15871	42.9945039	-8.6270628	76	7.7	neg
15873	43.0253538	-8.6655592	6	100.0	pos
15880	42.771859	-8.434873	8	0.0	null
15881	42.8352552	-8.4293891	2	36.3	neg
15883	42.7866922	-8.5611142	2	0.0	null
15886	42.7653348	-8.5226706	1	90.2	pos
15888	42.9724724	-8.4376151	2	8.0	neg
15890	42.9130359	-8.4897345	5	0.0	null
15892	42.8638488	-8.5007116	2	0.0	null
15893	42.8436695	-8.5116903	2	100.0	pos
15894	42.8333269	-8.5528746	3	0.0	null
15895	42.8459289	-8.6105703	3	217.5	pos
15896	42.8846346	-8.6105703	6	0.0	null
15898	42.9222018	-8.5611142	6	0.0	null
15900	42.7369086	-8.6586835	5	0.0	null
15911	42.7625918	-8.6875659	4	25.0	neg
15920	42.6562655	-8.8087151	11	0.0	null
15928	42.6482521	-8.7866738	22	0.0	null
15930	42.6493861	-8.8817715	3	7.5	neg
15938	42.6591291	-8.8969427	19	180.6	pos
15940	42.6035651	-8.9397139	6	0.0	null
15950	42.5850576	-8.9742237	3	0.0	null
15960	42.5519258	-8.9935558	6	0.0	null
15965	42.5254167	-9.0211813	3	100.0	pos
15966	42.5387739	-8.9983896	9	0.0	null
15969	42.5762728	-9.0239444	4	0.0	null
15970	42.7237875	-9.008058	1	0.0	null
15980	42.799438	-8.6490584	3	5.4	pos
15981	42.7326613	-8.6985716	6	100.0	pos
15984	42.6923723	-8.7811645	12	0.0	null
15985	42.6836898	-8.8307626	28	0.0	null
15990	42.7066695	-8.8473024	18	0.0	null
15992	42.6547616	-8.9217747	33	0.0	null
15993	42.6124776	-8.9963179	7	0.0	null
15995	42.6407496	-9.0073673	18	0.0	null
15999	42.7526887	-8.941094	6	68.8	pos
16001	40.1161387	-2.0959429	2	0.0	null
16002	40.0895497	-2.1499356	5	81.7	pos
16003	40.0485624	-2.1499356	4	29.3	neg
16004	40.0543178	-2.1155691	2	0.0	null
16100	39.72324	-2.2335066	36	0.0	null
16111	39.8157262	-2.2433487	25	100.0	pos
16144	40.3591797	-2.2138289	33	0.0	null
16152	40.2742986	-1.8123324	100	0.0	null
16160	39.9412688	-2.6288523	20	0.0	null
16193	39.9844399	-2.0077316	12	0.0	null
16194	40.0614042	-2.2827384	6	100.0	pos
16200	39.5738952	-1.9294681	1	17.1	neg
16210	39.6170865	-1.8123324	5	5.7	pos
16220	39.325445	-1.9294681	1	0.0	null
16230	39.407719	-1.9685826	9	0.0	null
16235	39.45227	-1.7733566	2	0.0	null
16236	39.3267091	-1.851343	18	0.0	null
16237	39.3705527	-1.6955092	11	0.0	null
16250	39.525134	-1.7441475	25	100.0	pos
16260	39.4964568	-1.5789994	3	0.0	null
16280	39.4434932	-1.6663523	10	0.0	null
16312	39.8484798	-1.4821482	100	0.0	null
16330	39.8806368	-1.3758649	13	0.0	null
16400	40.0041681	-2.9975593	6	0.0	null
16410	39.8493922	-3.0275802	4	0.0	null
16411	39.9210457	-3.0375914	13	333.9	pos
16415	39.7184182	-2.9175955	4	0.0	null
16417	39.5966364	-2.8377656	22	100.0	pos
16420	39.8940543	-2.8876436	9	100.0	pos
16430	39.8859733	-2.797901	6	0.0	null
16433	39.7781139	-2.5693337	27	0.0	null
16440	39.8586326	-2.6487087	5	0.0	null
16442	39.8205736	-2.5098914	3	100.0	pos
16452	39.9766753	-2.8676861	17	100.0	pos
16460	40.1186354	-2.9275836	6	0.0	null
16470	40.0430746	-3.0776568	5	0.0	null
16500	40.133955	-2.7182728	3	0.0	null
16512	40.3373236	-2.7580701	8	100.0	pos
16550	40.0529586	-2.6785092	14	100.0	pos
16555	39.970004	-2.7182728	9	100.0	pos
16600	39.4199303	-2.4208713	3	179.0	pos
16630	39.4716562	-2.8776638	1	100.0	pos
16638	39.4745449	-2.7580701	33	0.0	null
16647	39.642591	-2.6387795	13	0.0	null
16650	39.3512258	-2.7182728	5	13.2	neg
16660	39.4773039	-2.6387795	4	0.0	null
16710	39.4870628	-2.1646722	20	100.0	pos
16740	39.6994961	-2.3912362	9	100.0	pos
16771	39.8914635	-2.5594214	28	100.0	pos
16780	39.9061203	-2.3517526	66	0.0	null
17001	41.9855224	2.8190749	4	27.6	pos
17002	41.9780945	2.8190749	6	0.0	null
17003	41.9594288	2.8228124	2	14.8	neg
17004	41.9785038	2.8527235	7	0.0	null
17005	41.9672854	2.8053731	2	47.2	neg
17006	41.9771911	2.8053731	7	200.0	pos
17007	41.9985553	2.842751	1	0.0	null
17100	41.9340116	3.0425977	1	39.4	neg
17114	42.0025484	3.0726468	8	100.0	pos
17116	41.9642649	3.0225754	4	100.0	pos
17120	42.0150742	2.9725563	6	19.4	neg
17124	41.9340021	3.1353091	9	100.0	pos
17130	42.1198504	3.1227702	0	3.9	neg
17134	42.0819457	3.0626284	8	0.0	null
17140	42.0512118	3.1027146	3	13.7	neg
17141	42.0907549	3.1027146	7	0.0	null
17142	42.0627053	3.0425977	7	0.0	null
17150	41.9910701	2.7431421	2	0.0	null
17160	41.9392441	2.6288523	7	26.3	neg
17162	41.9572241	2.7083287	3	0.0	null
17165	41.9830179	2.6102446	9	38.3	pos
17170	41.9991387	2.6090043	6	0.0	null
17172	42.0594085	2.5693337	19	0.0	null
17174	42.1002686	2.5098914	4	0.0	null
17176	42.1221462	2.4109908	3	18.6	neg
17178	42.155985	2.4455818	8	0.0	null
17180	41.9530275	2.7804708	3	100.0	pos
17181	41.9309069	2.7730027	9	0.0	null
17182	41.9391159	2.7406546	25	100.0	pos
17185	41.8769518	2.7481176	7	28.1	neg
17190	41.9700647	2.7929203	5	87.1	pos
17199	42.0359676	2.728219	4	4.9	pos
17200	41.9109434	3.1629063	2	7.1	pos
17210	41.8882849	3.1754557	3	0.0	null
17211	41.8976473	3.1955414	11	100.0	pos
17213	41.9304933	3.1729455	4	9.8	neg
17220	41.7859253	3.0125674	4	29.0	pos
17230	41.862169	3.1328011	4	30.8	neg
17240	41.8333281	2.9076094	3	26.5	neg
17242	41.952867	2.8876436	5	156.3	pos
17243	41.9185494	2.8726747	2	48.6	neg
17244	41.8933815	2.8876436	3	0.0	null
17246	41.8119346	2.9675572	3	34.0	neg
17248	41.7972268	3.0551159	3	160.5	pos
17249	41.8251403	3.0325855	1	18.7	neg
17250	41.821796	3.0651328	5	0.0	null
17251	41.8683494	3.0876783	3	1.6	neg
17252	41.8462171	3.1033412	3	28.5	pos
17253	41.8916595	3.1428341	14	0.0	null
17256	41.9856665	3.1478514	0	0.0	null
17257	42.0450411	3.1478514	1	48.0	pos
17258	42.0490197	3.1829868	5	0.0	null
17300	41.69222	2.7829605	3	284.5	pos
17310	41.7160157	2.8277963	2	44.1	neg
17320	41.733931	2.9076094	1	0.0	null
17400	41.7546793	2.5569436	2	0.0	null
17401	41.8232432	2.4900943	4	0.0	null
17403	41.9022324	2.5098914	4	166.4	pos
17404	41.7578758	2.5247449	4	34.8	neg
17406	41.845611	2.3714901	6	0.0	null
17410	41.817378	2.7481176	4	93.0	pos
17411	41.7761855	2.807864	4	17.0	neg
17412	41.7582116	2.728219	11	58.0	pos
17421	41.8192479	2.6685736	3	28.6	neg
17430	41.8603357	2.6090043	1	36.3	neg
17441	41.9185017	2.6685736	13	50.0	neg
17450	41.7430572	2.6313339	4	23.8	neg
17451	41.7813069	2.5891648	2	13.5	neg
17452	41.7799537	2.6487087	15	0.0	null
17455	41.8358025	2.807864	1	2.8	neg
17457	41.8907573	2.7929203	6	40.5	pos
17458	41.9299406	2.8128463	2	100.0	pos
17460	42.0122869	2.8876436	1	0.0	null
17462	42.0112781	2.9275836	9	0.0	null
17463	42.0452712	2.9525632	13	0.0	null
17464	42.0904021	2.9275836	2	0.0	null
17466	42.1081023	3.0075642	9	0.0	null
17467	42.1433202	2.9825559	9	0.0	null
17468	42.1314286	2.8676861	6	0.0	null
17469	42.2265242	3.0075642	6	127.7	pos
17470	42.1900236	3.0826673	4	0.0	null
17473	42.1518846	3.0325855	10	0.0	null
17474	42.1865545	3.0275802	9	0.0	null
17476	42.1881185	2.9675572	10	100.0	pos
17480	42.2605204	3.2080991	5	0.0	null
17481	42.0381432	2.842751	1	33.0	neg
17485	42.2606207	3.0225754	12	100.0	pos
17486	42.2491738	3.0826673	5	100.0	pos
17487	42.2483638	3.1127413	2	0.0	null
17488	42.2934281	3.2633918	2	0.0	null
17490	42.3611418	3.1277854	3	36.3	neg
17491	42.3053256	3.0075642	2	13.0	neg
17493	42.3178298	3.0926899	3	100.0	pos
17495	42.2967865	3.1428341	2	100.0	pos
17500	42.2050891	2.2138289	2	0.0	null
17520	42.4318013	1.9245812	4	0.0	null
17527	42.4602689	1.9832594	8	0.0	null
17530	42.226302	2.1352039	6	100.0	pos
17538	42.3586344	1.8903882	2	96.4	pos
17539	42.4485125	1.8025852	2	0.0	null
17600	42.2720326	2.9625587	7	8.3	neg
17700	42.4263826	2.8876436	2	28.8	neg
17722	42.3693999	2.807864	9	0.0	null
17730	42.2882068	2.9076094	8	45.2	neg
17732	42.3310231	2.7680247	20	0.0	null
17740	42.2528434	2.9425698	4	23.8	pos
17742	42.2536062	2.9126022	1	0.0	null
17743	42.2642128	2.8826534	21	0.0	null
17745	42.2512838	2.807864	10	100.0	pos
17751	42.3850493	2.9675572	11	100.0	pos
17752	42.3571713	3.0000604	25	100.0	pos
17760	42.2838907	2.9800558	10	0.0	null
17771	42.2304776	2.9500647	50	0.0	null
17800	42.180135	2.4703057	2	12.9	pos
17812	42.1816915	2.5123667	14	100.0	pos
17820	42.1189331	2.7730027	3	0.0	null
17830	42.1173764	2.6288523	11	100.0	pos
17831	42.1555041	2.688447	14	0.0	null
17840	42.0117251	2.8103551	5	391.8	pos
17843	42.0538374	2.807864	21	0.0	null
17844	42.0933852	2.807864	5	0.0	null
17853	42.2484479	2.6291242	10	100.0	pos
17855	42.2577372	2.5296971	5	100.0	pos
17857	42.1985788	2.5296971	2	100.0	pos
17858	42.2393156	2.4703057	14	0.0	null
17860	42.2425994	2.3123031	13	65.5	pos
17867	42.3185435	2.4505255	6	0.0	null
18001	37.1790969	-3.6021536	2	0.0	null
18002	37.1769946	-3.6053187	1	194.2	pos
18003	37.1850036	-3.6496505	1	0.0	null
18004	37.1723269	-3.6268464	1	36.4	neg
18005	37.1691224	-3.6002547	1	31.7	neg
18006	37.1609423	-3.6053187	3	8.5	pos
18007	37.14374	-3.5989888	8	0.0	null
18008	37.1549034	-3.5838002	1	228.4	pos
18009	37.1741655	-3.566086	5	65.3	pos
18010	37.1912728	-3.5306765	5	51.4	pos
18011	37.2027487	-3.5939254	2	46.8	neg
18012	37.1876942	-3.6053187	5	0.0	null
18013	37.2074824	-3.6141819	4	0.0	null
18014	37.1966316	-3.6192473	2	0.0	null
18015	37.1952335	-3.664859	6	0.0	null
18100	37.1512306	-3.6167146	2	0.0	null
18110	37.1435406	-3.6927531	4	199.6	pos
18120	36.99404	-4.0082563	4	0.0	null
18126	36.9233189	-3.8757119	25	100.0	pos
18127	36.9578156	-3.8044831	16	100.0	pos
18131	37.074783	-3.8349976	6	100.0	pos
18140	37.1096264	-3.5762077	1	123.1	pos
18150	37.0882021	-3.5762077	0	10.6	pos
18151	37.1191111	-3.6167146	1	0.0	null
18152	37.0627725	-3.5306765	2	1.2	pos
18160	37.1427314	-3.3590446	5	0.0	null
18170	14.4898955	100.8112885	1	49.7	neg
18179	37.239251	-3.5357334	7	100.0	pos
18184	37.2413359	-3.4649824	11	0.0	null
18190	37.1536668	-3.5357334	3	1.0	pos
18193	37.1068248	-3.4902391	2	0.0	null
18194	37.1503017	-3.6471162	3	85.6	pos
18195	37.1625075	-3.685144	1	2.9	neg
18196	37.10135	-3.4018969	1	0.0	null
18197	37.2264285	-3.6065848	3	0.0	null
18198	37.1500081	-3.5686162	0	4.6	pos
18199	37.1337973	-3.5736771	1	10.8	pos
18200	37.2120567	-3.6395141	4	43.4	pos
18210	37.2365037	-3.6268464	3	220.5	pos
18220	37.3158671	-3.6521849	0	100.0	pos
18230	37.249875	-3.7130493	3	0.0	null
18248	37.3120563	-3.7739869	8	8.3	pos
18249	37.3476305	-3.8299106	4	2.4	neg
18250	37.2304567	-3.8197381	11	100.0	pos
18270	37.3350144	-4.0491077	8	304.0	pos
18290	37.2789465	-3.6369803	2	0.0	null
18300	37.1597924	-4.1718542	2	13.1	pos
18310	37.1212314	-4.0491077	10	100.0	pos
18320	37.1630385	-3.7536663	4	490.6	pos
18327	37.1870251	-3.8400851	7	119.6	pos
18328	37.1857021	-3.8808034	18	18.2	neg
18329	37.1169668	-3.8553507	8	0.0	null
18330	37.1889816	-3.7790684	6	0.0	null
18339	37.1662836	-3.8197381	2	100.0	pos
18340	37.2207423	-3.7892328	12	100.0	pos
18350	37.2805704	-3.9215541	11	16.7	neg
18370	37.1778323	-3.9572374	4	97.9	pos
18400	36.8516273	-3.4094629	3	10.6	pos
18415	36.9618882	-3.3086778	25	0.0	null
18440	36.9227628	-3.1679257	25	0.0	null
18480	36.9468658	-3.0676373	6	100.0	pos
18500	37.3214729	-3.0776568	1	0.0	null
18512	37.1962156	-2.9575607	7	100.0	pos
18550	37.4360163	-3.561026	4	23.0	neg
18560	37.5369477	-3.3892894	13	86.7	pos
18567	37.4896098	-3.5509074	13	100.0	pos
18570	37.3390781	-3.5913939	8	31.3	neg
18600	36.7527767	-3.4801349	8	97.4	pos
18610	36.7882038	-3.5559665	100	100.0	pos
18611	36.7866844	-3.6065848	3	29.4	neg
18613	36.7236284	-3.5559665	46	0.0	null
18614	36.7661539	-3.3892894	6	0.0	null
18620	37.0572209	-3.7130493	3	345.8	pos
18630	37.0750235	-3.6572542	1	26.8	neg
18640	37.0155983	-3.6724649	0	50.0	neg
18650	37.0198884	-3.5306765	1	17.3	pos
18656	36.955515	-3.5306765	6	0.0	null
18670	36.8277883	-3.4902391	5	128.2	pos
18680	36.7602434	-3.5913939	4	16.3	neg
18690	36.7774061	-3.7333537	2	24.5	neg
18697	36.7355877	-3.7371617	2	2.8	pos
18699	36.8431906	-3.6927531	8	0.0	null
18700	36.7932225	-3.1880083	3	0.0	null
18713	36.770074	-3.2483058	25	0.0	null
18720	36.7054131	-3.488976	5	0.0	null
18730	36.7027296	-3.4422624	15	0.0	null
18740	36.7279494	-3.3603044	8	161.4	pos
18750	36.7529649	-3.2835137	14	0.0	null
18760	36.7583118	-3.1854975	8	0.0	null
18800	37.4138104	-2.797901	0	0.4	pos
18810	37.416566	-2.6785092	8	0.0	null
18811	37.5407924	-2.8377656	6	0.0	null
18813	37.624009	-2.9175955	12	0.0	null
18818	37.7147153	-2.6785092	8	0.0	null
18820	37.9128649	-2.341887	8	100.0	pos
18850	37.5479805	-2.5197932	17	0.0	null
18860	37.4843389	-2.9675572	22	0.0	null
18880	37.3701753	-3.052612	28	0.0	null
19001	40.6332793	-3.1666708	2	2.9	neg
19002	40.5620152	-3.1277854	2	0.0	null
19003	40.6240244	-3.1804763	11	0.0	null
19004	40.6467782	-3.1829868	6	0.0	null
19005	40.6476021	-3.1528692	0	43.4	neg
19100	40.4149458	-2.9175955	19	6.5	neg
19110	40.317748	-3.1277854	2	45.8	neg
19112	40.3303426	-3.0375914	17	17.4	neg
19113	40.3794492	-3.1077277	2	0.0	null
19117	40.2527824	-2.8776638	1	0.0	null
19119	40.4118649	-3.0375914	4	8.4	pos
19120	40.4605094	-2.7182728	5	0.0	null
19125	40.4736398	-2.5891648	13	100.0	pos
19128	40.6141152	-2.6685736	11	100.0	pos
19129	40.5540901	-2.6288523	7	0.0	null
19133	40.6221684	-2.7580701	5	0.0	null
19140	40.5636232	-3.0676373	5	0.0	null
19141	40.481781	-3.0876783	3	0.0	null
19145	40.4833662	-3.0275802	20	0.0	null
19150	40.6388142	-3.1027146	20	0.0	null
19160	40.5806832	-3.1880083	0	7.0	pos
19161	40.4994029	-3.1880083	5	231.6	pos
19162	40.4592708	-3.1679257	3	0.0	null
19170	40.7163401	-3.4094629	2	8.5	neg
19171	40.6398936	-3.2483058	3	0.0	null
19174	40.6775805	-3.3489671	2	18.0	neg
19180	40.6763623	-3.2131232	2	0.0	null
19187	40.856758	-3.4498346	0	47.0	neg
19192	40.7892506	-2.9675572	13	0.0	null
19193	40.6634926	-3.1277854	16	0.0	null
19196	40.8721581	-2.8876436	4	6.5	neg
19198	40.7040339	-3.1277854	2	0.0	null
19200	40.5581332	-3.2684215	3	28.2	pos
19208	40.5943764	-3.2432781	1	31.0	neg
19209	40.598175	-3.2885455	1	31.2	neg
19210	40.7637008	-3.1679257	1	45.5	neg
19220	40.819751	-3.1528692	12	0.0	null
19226	40.8036193	-3.1880083	14	0.0	null
19229	40.8850253	-3.1679257	11	0.0	null
19237	41.058901	-3.0776568	12	12.5	neg
19240	40.9270752	-2.9126022	8	0.0	null
19245	41.0237604	-2.8776638	8	100.0	pos
19247	40.940043	-2.9975593	20	100.0	pos
19248	40.8276269	-3.0476046	6	0.0	null
19250	41.0594558	-2.6487087	1	16.8	pos
19260	41.0381144	-2.475252	22	0.0	null
19262	41.0312435	-2.5594214	40	50.0	neg
19268	40.9487854	-2.6387795	22	100.0	pos
